shipment_id,carrier,origin_city,destination_city,status,delay_days,cost_usd,weight_kg,shipped_date,delivered_date,destination_region_id,cost_flag
SH037509,FEDEX,Mumbai,Mumbai,delayed,4,423.75,243.4,2024-06-15,2024-06-15,3,False
SH037510,FEDEX,Chennai,Pune,delayed,3,171.93,189.14,2024-02-24,2024-04-03,3,False
SH037511,BLUEDART,Mumbai,Mumbai,delayed,10,178.01,455.57,2024-02-20,2024-07-01,5,False
SH037512,DHL,Delhi,Hyderabad,pending,3,276.14,322.07,2024-01-25,2024-05-18,4,False
SH037513,DHL,Mumbai,Mumbai,in_transit,9,123.8,27.1,2024-03-16,2024-02-27,4,False
SH037514,BLUEDART,Pune,Chennai,delayed,9,238.02,391.27,2024-06-20,2024-06-19,4,False
SH037515,DHL,Bangalore,Mumbai,in_transit,9,206.98,401.0,2024-03-20,2024-02-23,4,False
SH037516,FEDEX,Chennai,Pune,delivered,8,196.58,493.03,2024-01-16,2024-06-21,2,False
SH037517,BLUEDART,Mumbai,Bangalore,delayed,9,255.26,405.88,2024-02-01,2024-06-27,2,False
SH037518,DHL,Pune,Chennai,delivered,7,314.91,290.98,2024-02-06,2024-02-01,5,False
SH037519,BLUEDART,Delhi,Chennai,delayed,6,331.8,113.63,2024-04-14,2024-06-29,5,False
SH037520,FEDEX,Hyderabad,Chennai,delayed,9,494.51,114.92,2024-01-23,2024-06-29,4,False
SH037521,FEDEX,Delhi,Bangalore,delivered,1,176.85,354.72,2024-01-01,2024-05-28,2,False
SH037522,BLUEDART,Mumbai,Hyderabad,in_transit,6,95.93,280.16,2024-02-26,2024-01-12,3,False
SH037523,FEDEX,Delhi,Hyderabad,delayed,6,327.95,158.8,2024-06-26,2024-06-20,5,False
SH037524,BLUEDART,Hyderabad,Bangalore,delivered,5,151.76,185.0,2024-01-15,2024-07-05,5,False
SH037525,DHL,Pune,Pune,pending,1,465.21,144.21,2024-02-08,2024-04-18,1,False
SH037526,DHL,Bangalore,Bangalore,in_transit,8,317.37,247.0,2024-05-29,2024-02-14,3,False
SH037527,FEDEX,Pune,Bangalore,delayed,8,422.8,492.39,2024-02-16,2024-04-10,3,False
SH037528,FEDEX,Bangalore,Chennai,in_transit,1,82.47,404.03,2024-05-04,2024-06-03,3,False
SH037529,FEDEX,Hyderabad,Bangalore,delayed,6,273.77,110.38,2024-05-21,2024-05-08,5,False
SH037530,BLUEDART,Bangalore,Pune,delayed,7,182.22,244.69,2024-03-29,2024-05-27,5,False
SH037532,DHL,Chennai,Delhi,in_transit,2,197.99,138.13,2024-01-20,2024-02-02,4,False
SH037533,BLUEDART,Hyderabad,Pune,in_transit,6,450.87,294.89,2024-03-04,2024-04-12,1,False
SH037535,DHL,Delhi,Bangalore,delayed,9,338.76,419.17,2024-03-27,2024-04-11,5,False
SH037536,DHL,Chennai,Bangalore,in_transit,3,471.9,460.55,2024-05-16,2024-05-22,3,False
SH037537,DHL,Pune,Mumbai,delayed,2,233.85,286.13,2024-06-19,2024-02-03,1,False
SH037538,BLUEDART,Chennai,Chennai,delayed,10,167.37,236.32,2024-01-17,2024-01-30,1,False
SH037539,DHL,Delhi,Mumbai,delayed,4,237.75,314.48,2024-06-03,2024-03-25,5,False
SH037540,DHL,Chennai,Delhi,in_transit,5,210.51,373.49,2024-01-01,2024-03-07,1,False
SH037542,DHL,Bangalore,Mumbai,delivered,3,292.79,378.38,2024-05-07,2024-04-02,1,False
SH037543,DHL,Pune,Bangalore,delayed,9,227.96,56.75,2024-03-05,2024-01-31,5,False
SH037544,DHL,Bangalore,Pune,delayed,6,488.71,380.91,2024-04-08,2024-01-28,5,False
SH037545,BLUEDART,Hyderabad,Mumbai,delayed,7,309.87,126.35,2024-02-27,2024-06-14,4,False
SH037546,DHL,Hyderabad,Pune,pending,6,358.16,432.56,2024-04-08,2024-03-05,3,False
SH037547,DHL,Chennai,Chennai,pending,5,300.38,76.48,2024-01-18,2024-03-01,2,False
SH037548,BLUEDART,Mumbai,Bangalore,delayed,9,267.88,248.07,2024-03-26,2024-04-16,5,False
SH037549,BLUEDART,Hyderabad,Bangalore,in_transit,4,332.77,402.77,2024-02-10,2024-03-12,4,False
SH037550,DHL,Mumbai,Pune,in_transit,5,373.71,35.47,2024-01-16,2024-06-25,3,False
SH037551,DHL,Bangalore,Hyderabad,in_transit,3,386.84,95.76,2024-03-02,2024-03-03,2,False
SH037552,BLUEDART,Hyderabad,Bangalore,pending,1,341.31,176.08,2024-04-23,2024-04-02,4,False
SH037553,FEDEX,Hyderabad,Hyderabad,delivered,8,351.54,467.13,2024-04-26,2024-07-01,4,False
SH037554,FEDEX,Delhi,Chennai,delayed,3,279.96,199.75,2024-06-21,2024-01-24,1,False
SH037555,DHL,Bangalore,Delhi,delayed,6,158.73,220.49,2024-04-08,2024-06-11,1,False
SH037556,FEDEX,Pune,Pune,delayed,5,300.05,227.43,2024-02-01,2024-04-26,3,False
SH037557,DHL,Hyderabad,Mumbai,pending,2,211.04,377.14,2024-05-30,2024-07-04,4,False
SH037558,BLUEDART,Bangalore,Bangalore,delivered,9,461.07,106.7,2024-02-13,2024-02-12,4,False
SH037559,BLUEDART,Pune,Delhi,in_transit,6,302.74,302.25,2024-04-11,2024-02-20,3,False
SH037561,DHL,Bangalore,Chennai,delivered,1,261.11,72.12,2024-04-14,2024-03-30,2,False
SH037563,DHL,Pune,Hyderabad,delayed,-1,383.62,45.63,2024-02-17,2024-05-22,5,False
SH037564,FEDEX,Hyderabad,Chennai,delayed,7,389.85,411.19,2024-05-04,2024-04-05,2,False
SH037565,FEDEX,Hyderabad,Bangalore,delayed,1,291.66,463.25,2024-02-19,2024-06-09,3,False
SH037566,BLUEDART,Mumbai,Bangalore,delayed,10,169.12,380.79,2024-06-23,2024-01-15,5,False
SH037567,BLUEDART,Delhi,Pune,delayed,3,380.81,271.57,2024-02-01,2024-01-26,4,False
SH037568,FEDEX,Hyderabad,Mumbai,pending,9,71.32,210.08,2024-06-01,2024-03-29,4,False
SH037569,DHL,Delhi,Hyderabad,pending,10,135.89,431.57,2024-01-10,2024-06-13,5,False
SH037570,FEDEX,Delhi,Mumbai,delivered,6,186.28,124.54,2024-05-06,2024-03-02,4,False
SH037571,BLUEDART,Delhi,Mumbai,delayed,4,238.52,205.05,2024-02-26,2024-05-27,4,False
SH037572,FEDEX,Pune,Hyderabad,in_transit,2,351.88,141.76,2024-05-08,2024-03-31,3,False
SH037573,BLUEDART,Delhi,Chennai,delayed,6,196.43,180.49,2024-02-23,2024-02-22,4,False
SH037574,FEDEX,Mumbai,Pune,delayed,4,194.78,424.87,2024-04-02,2024-04-03,3,False
SH037575,DHL,Delhi,Chennai,pending,1,430.43,211.31,2024-02-05,2024-06-09,5,False
SH037576,DHL,Delhi,Chennai,delayed,3,119.62,458.86,2024-06-01,2024-05-15,3,False
SH037577,DHL,Bangalore,Bangalore,in_transit,3,416.8,335.55,2024-05-05,2024-05-23,5,False
SH037578,DHL,Delhi,Chennai,delayed,6,82.18,378.61,2024-04-29,2024-02-13,2,False
SH037579,DHL,Delhi,Mumbai,delayed,6,393.81,245.75,2024-04-04,2024-01-09,5,False
SH037580,DHL,Pune,Delhi,pending,3,409.46,84.43,2024-03-20,2024-03-22,5,False
SH037581,FEDEX,Mumbai,Chennai,in_transit,2,111.24,396.77,2024-05-14,2024-07-04,2,False
SH037582,DHL,Delhi,Delhi,in_transit,-1,344.85,267.77,2024-03-28,2024-03-09,2,False
SH037583,DHL,Pune,Hyderabad,in_transit,3,352.44,453.83,2024-02-25,2024-04-17,3,False
SH037584,FEDEX,Bangalore,Chennai,in_transit,2,261.66,93.32,2024-06-11,2024-05-11,5,False
SH037585,DHL,Chennai,Mumbai,delayed,1,449.64,411.22,2024-06-06,2024-03-13,2,False
SH037586,BLUEDART,Hyderabad,Pune,in_transit,2,499.33,9.41,2024-05-02,2024-04-09,2,True
SH037587,FEDEX,Chennai,Pune,delayed,2,345.16,371.56,2024-02-12,2024-05-22,1,False
SH037588,BLUEDART,Chennai,Pune,delayed,6,235.13,211.23,2024-04-29,2024-04-19,1,False
SH037589,FEDEX,Mumbai,Hyderabad,delivered,1,253.27,275.46,2024-03-29,2024-01-08,2,False
SH037590,FEDEX,Delhi,Bangalore,in_transit,10,108.82,232.71,2024-05-16,2024-06-25,2,False
SH037591,FEDEX,Pune,Hyderabad,delayed,5,304.76,419.29,2024-05-07,2024-03-05,3,False
SH037592,BLUEDART,Chennai,Bangalore,delivered,3,279.22,440.28,2024-05-18,2024-03-31,1,False
SH037593,FEDEX,Hyderabad,Pune,in_transit,5,440.8,227.44,2024-01-23,2024-01-21,1,False
SH037595,FEDEX,Pune,Pune,delivered,4,364.37,211.06,2024-01-04,2024-04-21,4,False
SH037597,DHL,Delhi,Pune,delayed,5,199.28,422.53,2024-03-23,2024-01-20,1,False
SH037598,FEDEX,Pune,Delhi,in_transit,1,168.81,40.53,2024-05-11,2024-02-11,5,False
SH037599,BLUEDART,Chennai,Bangalore,pending,9,474.1,134.65,2024-03-27,2024-07-02,2,False
SH037600,BLUEDART,Delhi,Chennai,pending,4,484.71,291.34,2024-06-22,2024-04-22,3,False
SH037601,FEDEX,Hyderabad,Pune,in_transit,5,128.37,375.21,2024-05-01,2024-03-22,2,False
SH037602,FEDEX,Mumbai,Mumbai,pending,2,428.29,216.79,2024-02-04,2024-05-17,1,False
SH037603,FEDEX,Hyderabad,Mumbai,pending,5,406.57,161.93,2024-06-10,2024-01-17,4,False
SH037604,BLUEDART,Delhi,Chennai,delayed,1,426.61,395.67,2024-04-27,2024-03-02,5,False
SH037605,DHL,Delhi,Mumbai,delivered,7,306.39,477.83,2024-04-17,2024-01-29,3,False
SH037606,FEDEX,Delhi,Chennai,delayed,2,350.93,6.72,2024-05-07,2024-04-21,4,False
SH037608,FEDEX,Mumbai,Mumbai,pending,3,173.95,465.07,2024-06-10,2024-05-10,3,False
SH037609,BLUEDART,Pune,Mumbai,delivered,1,205.47,184.67,2024-01-22,2024-05-22,4,False
SH037612,DHL,Pune,Pune,delivered,-1,176.71,139.67,2024-06-10,2024-03-01,5,False
SH037613,BLUEDART,Delhi,Bangalore,delayed,3,377.38,95.75,2024-01-08,2024-04-06,5,False
SH037614,BLUEDART,Chennai,Delhi,pending,1,396.22,245.02,2024-06-02,2024-02-23,5,False
SH037615,BLUEDART,Chennai,Bangalore,delayed,9,400.62,311.79,2024-01-29,2024-04-02,2,False
SH037617,FEDEX,Hyderabad,Pune,in_transit,5,61.99,199.1,2024-02-16,2024-06-20,5,False
SH037618,FEDEX,Pune,Bangalore,pending,8,208.82,28.26,2024-04-24,2024-04-20,3,False
SH037619,FEDEX,Mumbai,Pune,in_transit,4,123.09,259.48,2024-04-02,2024-03-26,5,False
SH037620,BLUEDART,Mumbai,Hyderabad,delayed,4,0.0,85.5,2024-03-04,2024-02-14,4,False
SH037621,BLUEDART,Chennai,Mumbai,in_transit,2,419.62,358.93,2024-01-18,2024-02-18,4,False
SH037622,FEDEX,Pune,Mumbai,pending,6,129.85,57.46,2024-05-15,2024-01-16,5,False
SH037624,FEDEX,Pune,Hyderabad,delayed,1,95.98,295.35,2024-01-26,2024-01-22,4,False
SH037625,FEDEX,Hyderabad,Chennai,delayed,2,468.11,357.82,2024-04-18,2024-06-17,2,False
SH037626,DHL,Bangalore,Bangalore,delayed,8,338.2,158.83,2024-05-19,2024-01-16,4,False
SH037627,BLUEDART,Delhi,Pune,delayed,3,199.79,237.5,2024-03-06,2024-05-05,4,False
SH037628,DHL,Chennai,Delhi,pending,2,355.13,295.96,2024-01-03,2024-03-07,5,False
SH037630,BLUEDART,Chennai,Mumbai,in_transit,8,349.42,339.5,2024-03-14,2024-03-26,4,False
SH037631,BLUEDART,Chennai,Chennai,delayed,6,327.62,303.34,2024-03-28,2024-03-22,2,False
SH037632,DHL,Bangalore,Hyderabad,pending,1,85.07,90.93,2024-06-02,2024-04-13,2,False
SH037633,BLUEDART,Hyderabad,Mumbai,delayed,5,97.58,394.58,2024-01-02,2024-05-01,5,False
SH037634,DHL,Bangalore,Delhi,delayed,1,204.54,254.32,2024-03-01,2024-02-05,4,False
SH037635,DHL,Hyderabad,Mumbai,in_transit,1,120.47,321.62,2024-04-10,2024-03-20,4,False
SH037636,DHL,Chennai,Chennai,pending,0,74.99,480.65,2024-06-20,2024-02-24,2,False
SH037637,DHL,Delhi,Mumbai,pending,2,205.06,448.68,2024-01-10,2024-01-12,3,False
SH037638,FEDEX,Mumbai,Chennai,pending,-1,259.9,300.83,2024-01-31,2024-06-01,5,False
SH037639,DHL,Pune,Pune,in_transit,2,149.82,464.43,2024-05-18,2024-03-09,2,False
SH037640,FEDEX,Mumbai,Delhi,delivered,5,321.4,270.69,2024-03-04,2024-06-04,2,False
SH037641,FEDEX,Chennai,Pune,delivered,9,128.11,83.7,2024-01-13,2024-01-26,5,False
SH037642,BLUEDART,Pune,Pune,in_transit,5,314.28,336.18,2024-04-30,2024-03-09,4,False
SH037643,DHL,Chennai,Hyderabad,in_transit,7,325.52,393.33,2024-05-31,2024-05-27,3,False
SH037644,BLUEDART,Pune,Bangalore,in_transit,8,394.04,84.38,2024-04-30,2024-01-06,5,False
SH037645,FEDEX,Pune,Bangalore,in_transit,4,303.75,335.11,2024-04-12,2024-02-05,5,False
SH037646,DHL,Delhi,Mumbai,in_transit,4,285.02,385.35,2024-04-22,2024-02-05,3,False
SH037647,FEDEX,Hyderabad,Chennai,delivered,3,358.16,97.02,2024-06-25,2024-05-08,5,False
SH037648,FEDEX,Pune,Pune,delayed,0,460.0,203.13,2024-01-03,2024-02-20,2,False
SH037650,DHL,Hyderabad,Bangalore,delayed,1,107.85,82.17,2024-02-21,2024-04-29,2,False
SH037651,FEDEX,Delhi,Hyderabad,delayed,5,283.69,263.85,2024-03-07,2024-02-09,2,False
SH037652,BLUEDART,Mumbai,Bangalore,delayed,2,416.9,68.56,2024-01-27,2024-06-12,1,False
SH037653,FEDEX,Chennai,Bangalore,in_transit,7,145.26,358.61,2024-01-13,2024-02-03,1,False
SH037655,BLUEDART,Delhi,Pune,in_transit,2,362.97,116.69,2024-02-12,2024-02-05,2,False
SH037656,FEDEX,Chennai,Mumbai,delivered,7,188.66,462.03,2024-06-25,2024-06-28,3,False
SH037657,BLUEDART,Chennai,Hyderabad,delivered,2,69.38,205.14,2024-01-25,2024-06-28,4,False
SH037658,DHL,Chennai,Pune,delayed,9,475.03,80.77,2024-04-09,2024-02-05,2,False
SH037659,DHL,Mumbai,Mumbai,delivered,3,147.13,76.61,2024-05-16,2024-05-12,3,False
SH037660,BLUEDART,Hyderabad,Delhi,delayed,9,333.0,368.12,2024-06-15,2024-05-25,4,False
SH037662,DHL,Mumbai,Pune,delayed,1,321.47,31.36,2024-05-11,2024-03-21,2,False
SH037663,DHL,Pune,Pune,delayed,4,488.6,260.11,2024-02-21,2024-05-07,2,False
SH037664,FEDEX,Pune,Bangalore,in_transit,3,412.96,109.12,2024-06-06,2024-05-15,3,False
SH037665,DHL,Chennai,Chennai,delayed,3,157.38,350.1,2024-02-17,2024-05-25,1,False
SH037666,DHL,Mumbai,Chennai,in_transit,7,92.17,204.25,2024-02-16,2024-04-18,2,False
SH037667,FEDEX,Delhi,Chennai,pending,9,79.52,477.51,2024-03-13,2024-02-24,5,False
SH037668,DHL,Chennai,Bangalore,delayed,5,441.23,367.08,2024-01-05,2024-03-30,1,False
SH037669,DHL,Chennai,Delhi,in_transit,4,145.89,177.2,2024-01-18,2024-05-26,4,False
SH037670,BLUEDART,Chennai,Bangalore,pending,7,303.03,280.69,2024-06-21,2024-05-26,4,False
SH037671,FEDEX,Hyderabad,Pune,delivered,6,409.04,328.49,2024-04-22,2024-04-07,5,False
SH037672,DHL,Pune,Hyderabad,delayed,9,186.31,121.02,2024-03-28,2024-04-18,1,False
SH037673,DHL,Chennai,Pune,in_transit,2,92.45,457.15,2024-04-27,2024-02-12,5,False
SH037674,FEDEX,Chennai,Chennai,delivered,2,304.58,454.24,2024-04-21,2024-02-06,4,False
SH037675,FEDEX,Hyderabad,Bangalore,pending,5,305.53,397.08,2024-05-08,2024-02-04,3,False
SH037676,FEDEX,Delhi,Pune,in_transit,3,210.37,374.88,2024-04-04,2024-05-26,4,False
SH037677,DHL,Delhi,Mumbai,delayed,2,373.33,317.93,2024-01-08,2024-04-04,3,False
SH037678,FEDEX,Delhi,Bangalore,pending,7,418.24,173.36,2024-05-30,2024-03-24,3,False
SH037679,BLUEDART,Delhi,Hyderabad,delayed,6,135.48,225.1,2024-02-06,2024-03-28,2,False
SH037681,FEDEX,Delhi,Chennai,in_transit,7,476.34,69.74,2024-06-29,2024-03-07,4,False
SH037683,DHL,Mumbai,Pune,delivered,1,180.02,6.89,2024-02-20,2024-04-16,2,False
SH037684,FEDEX,Pune,Chennai,in_transit,7,369.17,458.07,2024-03-20,2024-02-24,4,False
SH037685,FEDEX,Mumbai,Pune,delayed,4,411.12,141.31,2024-05-26,2024-04-26,5,False
SH037686,DHL,Bangalore,Hyderabad,delayed,1,328.41,197.07,2024-04-08,2024-02-03,4,False
SH037687,DHL,Hyderabad,Pune,pending,7,81.6,184.25,2024-01-19,2024-05-04,5,False
SH037688,DHL,Chennai,Hyderabad,delivered,6,212.7,83.13,2024-03-05,2024-07-03,4,False
SH037689,FEDEX,Pune,Delhi,delayed,5,109.24,237.52,2024-04-06,2024-04-14,1,False
SH037690,BLUEDART,Delhi,Delhi,delayed,7,311.88,21.6,2024-05-20,2024-03-12,4,False
SH037691,BLUEDART,Delhi,Pune,delayed,9,183.94,235.32,2024-02-13,2024-02-23,4,False
SH037692,BLUEDART,Delhi,Pune,delayed,7,484.31,28.79,2024-03-02,2024-05-13,2,False
SH037693,DHL,Chennai,Pune,delayed,4,178.27,231.21,2024-01-21,2024-03-28,4,False
SH037695,BLUEDART,Delhi,Bangalore,pending,6,389.28,369.07,2024-02-20,2024-05-20,5,False
SH037696,BLUEDART,Chennai,Mumbai,in_transit,7,479.75,487.33,2024-06-10,2024-06-16,5,False
SH037698,FEDEX,Pune,Hyderabad,delayed,8,132.42,475.29,2024-06-01,2024-02-11,5,False
SH037700,FEDEX,Bangalore,Bangalore,in_transit,7,146.03,276.35,2024-05-13,2024-06-24,2,False
SH037701,BLUEDART,Hyderabad,Hyderabad,in_transit,0,171.8,152.8,2024-02-02,2024-05-03,4,False
SH037702,BLUEDART,Delhi,Chennai,delivered,4,216.92,256.08,2024-03-30,2024-04-28,4,False
SH037703,FEDEX,Pune,Mumbai,in_transit,9,301.15,294.05,2024-01-03,2024-02-14,4,False
SH037704,DHL,Chennai,Bangalore,delivered,5,217.56,465.88,2024-03-28,2024-01-12,5,False
SH037706,FEDEX,Pune,Hyderabad,delivered,10,227.11,119.44,2024-01-11,2024-04-10,3,False
SH037707,DHL,Hyderabad,Pune,in_transit,9,374.0,320.07,2024-05-12,2024-04-10,3,False
SH037708,BLUEDART,Mumbai,Pune,delayed,3,145.1,236.81,2024-05-20,2024-03-31,4,False
SH037709,DHL,Delhi,Delhi,in_transit,4,463.91,43.29,2024-02-20,2024-03-17,1,False
SH037710,DHL,Bangalore,Chennai,in_transit,10,225.87,402.73,2024-04-12,2024-01-07,2,False
SH037712,BLUEDART,Hyderabad,Hyderabad,delivered,9,120.72,139.84,2024-02-19,2024-06-17,4,False
SH037713,DHL,Chennai,Hyderabad,in_transit,1,371.31,348.22,2024-04-13,2024-04-17,3,False
SH037714,DHL,Chennai,Bangalore,delayed,4,239.89,209.5,2024-06-20,2024-03-02,2,False
SH037715,BLUEDART,Chennai,Pune,in_transit,5,398.4,165.23,2024-06-28,2024-01-22,4,False
SH037716,BLUEDART,Chennai,Hyderabad,delayed,-1,476.34,62.33,2024-06-21,2024-02-05,5,False
SH037717,BLUEDART,Pune,Chennai,in_transit,7,164.15,221.51,2024-02-20,2024-01-05,1,False
SH037718,FEDEX,Hyderabad,Mumbai,delayed,1,347.31,324.5,2024-05-03,2024-01-13,3,False
SH037719,FEDEX,Bangalore,Mumbai,in_transit,3,496.68,383.04,2024-04-08,2024-02-20,4,True
SH037721,DHL,Bangalore,Pune,in_transit,3,431.12,302.72,2024-06-22,2024-04-05,5,False
SH037722,FEDEX,Hyderabad,Mumbai,in_transit,5,461.18,273.5,2024-01-02,2024-03-06,2,False
SH037723,DHL,Bangalore,Pune,in_transit,8,118.02,316.96,2024-03-02,2024-06-29,2,False
SH037724,BLUEDART,Pune,Pune,pending,1,418.56,481.44,2024-03-08,2024-05-11,5,False
SH037725,DHL,Delhi,Hyderabad,in_transit,7,443.49,355.54,2024-05-07,2024-03-14,5,False
SH037726,BLUEDART,Pune,Delhi,delivered,4,296.01,266.65,2024-03-29,2024-05-12,4,False
SH037727,FEDEX,Chennai,Pune,delivered,6,463.4,395.3,2024-05-03,2024-01-28,4,False
SH037728,DHL,Delhi,Chennai,in_transit,4,430.17,40.86,2024-01-10,2024-03-15,2,False
SH037729,BLUEDART,Pune,Mumbai,in_transit,1,319.35,482.06,2024-04-14,2024-03-01,3,False
SH037730,BLUEDART,Pune,Mumbai,pending,1,455.63,302.61,2024-02-06,2024-06-26,1,False
SH037731,DHL,Hyderabad,Hyderabad,delayed,2,129.76,390.46,2024-02-09,2024-03-28,2,False
SH037732,BLUEDART,Pune,Hyderabad,delayed,2,311.41,173.04,2024-02-14,2024-02-11,2,False
SH037733,FEDEX,Chennai,Bangalore,delayed,2,443.1,209.78,2024-02-09,2024-05-15,4,False
SH037734,DHL,Hyderabad,Mumbai,delayed,4,143.4,450.83,2024-06-10,2024-02-15,1,False
SH037735,DHL,Chennai,Mumbai,in_transit,9,359.01,152.07,2024-01-12,2024-01-30,4,False
SH037736,FEDEX,Mumbai,Mumbai,in_transit,10,100.47,215.35,2024-01-08,2024-02-16,1,False
SH037738,DHL,Chennai,Delhi,delayed,8,480.6,157.54,2024-01-31,2024-07-02,2,False
SH037739,DHL,Bangalore,Delhi,delayed,2,276.89,91.17,2024-06-22,2024-02-22,5,False
SH037741,BLUEDART,Bangalore,Bangalore,pending,9,223.69,84.1,2024-01-19,2024-02-07,4,False
SH037742,FEDEX,Chennai,Chennai,delivered,6,477.88,276.13,2024-01-15,2024-02-13,5,False
SH037743,DHL,Chennai,Chennai,in_transit,2,402.38,107.89,2024-03-23,2024-01-25,3,False
SH037744,DHL,Delhi,Bangalore,in_transit,5,433.69,72.25,2024-06-16,2024-02-09,1,False
SH037745,FEDEX,Pune,Chennai,in_transit,7,473.87,305.03,2024-06-06,2024-02-01,3,False
SH037746,FEDEX,Delhi,Bangalore,pending,3,381.61,484.22,2024-02-17,2024-06-14,3,False
SH037747,DHL,Chennai,Bangalore,pending,7,166.98,169.65,2024-06-26,2024-05-31,3,False
SH037748,FEDEX,Chennai,Hyderabad,delayed,6,290.48,335.88,2024-01-23,2024-03-10,2,False
SH037749,BLUEDART,Delhi,Mumbai,in_transit,1,461.25,112.33,2024-04-27,2024-05-01,3,False
SH037750,FEDEX,Delhi,Chennai,delayed,6,344.99,74.32,2024-05-27,2024-02-29,4,False
SH037751,FEDEX,Pune,Mumbai,in_transit,4,152.14,348.84,2024-03-04,2024-06-25,5,False
SH037752,DHL,Delhi,Delhi,pending,9,410.12,174.58,2024-02-27,2024-06-19,2,False
SH037753,DHL,Chennai,Chennai,in_transit,6,118.92,229.82,2024-03-08,2024-02-29,3,False
SH037754,DHL,Bangalore,Chennai,delayed,2,141.93,11.15,2024-05-18,2024-04-06,3,False
SH037755,DHL,Pune,Pune,in_transit,5,364.27,289.87,2024-02-14,2024-02-04,2,False
SH037756,BLUEDART,Pune,Hyderabad,in_transit,5,285.73,397.16,2024-04-26,2024-06-12,3,False
SH037757,DHL,Delhi,Hyderabad,delivered,1,63.68,44.8,2024-04-03,2024-02-11,5,False
SH037758,DHL,Pune,Delhi,delayed,6,282.75,445.75,2024-04-14,2024-05-10,2,False
SH037759,DHL,Delhi,Mumbai,pending,8,101.68,401.23,2024-03-22,2024-03-07,3,False
SH037760,BLUEDART,Delhi,Delhi,in_transit,9,191.79,286.32,2024-04-23,2024-02-28,3,False
SH037762,FEDEX,Hyderabad,Delhi,in_transit,10,157.17,236.3,2024-06-20,2024-02-27,5,False
SH037763,BLUEDART,Hyderabad,Mumbai,delayed,0,419.75,271.87,2024-02-26,2024-01-18,4,False
SH037764,DHL,Bangalore,Delhi,in_transit,1,418.58,63.26,2024-04-06,2024-04-29,3,False
SH037765,FEDEX,Chennai,Bangalore,delivered,3,161.01,16.33,2024-01-24,2024-03-29,4,False
SH037766,BLUEDART,Hyderabad,Bangalore,pending,4,206.58,143.19,2024-04-14,2024-06-12,3,False
SH037767,BLUEDART,Pune,Pune,delivered,8,441.45,484.54,2024-01-10,2024-04-21,2,False
SH037768,DHL,Delhi,Bangalore,delivered,9,231.08,147.35,2024-03-18,2024-02-22,4,False
SH037769,DHL,Hyderabad,Chennai,in_transit,0,123.46,486.78,2024-03-02,2024-03-09,1,False
SH037770,DHL,Pune,Mumbai,delivered,9,260.57,39.42,2024-03-23,2024-02-25,5,False
SH037771,BLUEDART,Mumbai,Chennai,delivered,7,261.07,66.29,2024-04-11,2024-06-17,4,False
SH037772,DHL,Mumbai,Mumbai,delayed,6,145.05,258.99,2024-01-09,2024-02-29,3,False
SH037773,FEDEX,Chennai,Bangalore,in_transit,10,379.78,315.76,2024-04-08,2024-07-01,2,False
SH037774,BLUEDART,Chennai,Chennai,delivered,1,420.03,233.59,2024-06-12,2024-04-02,5,False
SH037775,FEDEX,Pune,Delhi,in_transit,7,0.0,16.1,2024-05-04,2024-03-08,2,False
SH037777,BLUEDART,Delhi,Chennai,delayed,9,486.83,338.67,2024-04-11,2024-02-04,1,False
SH037778,FEDEX,Hyderabad,Pune,delivered,8,71.51,141.71,2024-05-17,2024-04-06,2,False
SH037779,BLUEDART,Chennai,Chennai,delivered,1,307.57,436.14,2024-01-17,2024-02-13,3,False
SH037780,BLUEDART,Delhi,Delhi,pending,9,352.1,24.38,2024-05-12,2024-01-09,4,False
SH037781,BLUEDART,Mumbai,Chennai,pending,10,160.54,374.77,2024-03-10,2024-02-13,1,False
SH037782,BLUEDART,Chennai,Pune,delayed,5,372.53,271.92,2024-05-21,2024-04-04,5,False
SH037783,DHL,Chennai,Mumbai,delivered,9,360.65,91.44,2024-03-12,2024-02-29,3,False
SH037784,DHL,Pune,Chennai,delivered,2,101.81,6.81,2024-04-13,2024-04-08,3,False
SH037785,DHL,Chennai,Mumbai,in_transit,5,131.91,178.56,2024-03-18,2024-02-12,4,False
SH037786,FEDEX,Bangalore,Chennai,delayed,0,413.69,484.87,2024-03-08,2024-04-02,5,False
SH037787,DHL,Mumbai,Delhi,pending,6,356.04,148.13,2024-05-10,2024-05-01,4,False
SH037788,FEDEX,Delhi,Pune,pending,2,343.88,56.23,2024-03-22,2024-05-20,4,False
SH037789,FEDEX,Pune,Chennai,in_transit,4,476.6,103.61,2024-06-10,2024-04-19,5,False
SH037790,FEDEX,Chennai,Bangalore,pending,2,428.64,128.05,2024-02-24,2024-05-22,5,False
SH037791,DHL,Pune,Chennai,delivered,5,324.59,202.23,2024-05-17,2024-03-01,2,False
SH037792,DHL,Pune,Chennai,in_transit,4,479.39,321.28,2024-01-11,2024-01-08,1,False
SH037793,DHL,Mumbai,Bangalore,in_transit,1,186.79,3.64,2024-04-26,2024-01-08,5,False
SH037794,BLUEDART,Chennai,Chennai,in_transit,1,353.43,171.68,2024-02-07,2024-03-23,4,False
SH037795,FEDEX,Mumbai,Pune,delayed,4,451.14,167.82,2024-05-08,2024-06-23,5,False
SH037797,FEDEX,Pune,Bangalore,in_transit,9,233.06,352.18,2024-04-29,2024-03-19,3,False
