"shipment_id","carrier","origin_city","destination_city","status","delay_days","cost_usd","weight_kg","shipped_date","delivered_date","destination_region_id"
SH026593,DHL,Hyderabad,Bangalore,in_transit,6,496.68,28.60,2024-04-26,2024-01-16,2
SH026594,FEDEX,Mumbai,Mumbai,delivered,0,388.45,234.24,2024-02-28,2024-03-17,5
SH026595,FEDEX,Chennai,Bangalore,in_transit,10,498.62,354.95,2024-01-22,2024-05-31,5
SH026596,DHL,Delhi,Bangalore,pending,5,143.20,362.97,2024-04-28,2024-05-23,2
SH026597,FEDEX,Hyderabad,Pune,delayed,0,151.13,192.60,2024-05-31,2024-03-17,5
SH026598,DHL,Hyderabad,Pune,delayed,8,212.80,19.45,2024-01-16,2024-06-27,5
SH026600,FEDEX,Hyderabad,Bangalore,in_transit,4,203.92,70.51,2024-05-12,2024-03-22,4
SH026601,DHL,Delhi,Chennai,delivered,-1,257.43,465.65,2024-04-24,2024-02-07,2
SH026602,DHL,Pune,Bangalore,in_transit,10,195.16,347.40,2024-04-22,2024-05-18,2
SH026603,DHL,Mumbai,Hyderabad,pending,0,123.80,347.97,2024-01-03,2024-04-16,5
SH026604,DHL,Pune,Bangalore,delivered,9,75.28,284.29,2024-01-26,2024-01-16,5
SH026605,DHL,Delhi,Mumbai,delivered,5,285.29,341.83,2024-06-29,2024-04-04,2
SH026608,BLUEDART,Hyderabad,Pune,delayed,9,333.15,292.83,2024-01-16,2024-05-05,3
SH026609,FEDEX,Delhi,Hyderabad,in_transit,9,72.51,470.53,2024-03-23,2024-05-23,2
SH026610,DHL,Chennai,Delhi,delivered,0,148.96,165.95,2024-02-26,2024-04-12,5
SH026612,FEDEX,Chennai,Bangalore,delayed,4,119.33,482.32,2024-02-10,2024-05-20,1
SH026613,DHL,Chennai,Mumbai,delayed,7,93.97,112.40,2024-04-15,2024-02-23,4
SH026614,DHL,Pune,Pune,delivered,8,494.52,461.31,2024-04-25,2024-04-01,1
SH026615,BLUEDART,Delhi,Chennai,delivered,5,445.34,387.84,2024-02-08,2024-05-20,4
SH026616,DHL,Bangalore,Bangalore,in_transit,8,242.50,259.39,2024-06-25,2024-06-20,4
SH026617,DHL,Pune,Bangalore,pending,8,126.37,195.41,2024-06-01,2024-02-19,3
SH026619,FEDEX,Delhi,Pune,delayed,-1,172.35,342.65,2024-05-29,2024-05-08,4
SH026620,DHL,Pune,Chennai,delayed,2,52.13,97.88,2024-02-05,2024-06-22,3
SH026621,DHL,Chennai,Hyderabad,delivered,7,196.40,2.72,2024-01-21,2024-02-17,4
SH026622,DHL,Hyderabad,Bangalore,delayed,3,163.61,247.39,2024-02-02,2024-05-20,5
SH026623,BLUEDART,Pune,Chennai,delayed,7,194.46,480.80,2024-03-31,2024-06-25,3
SH026624,DHL,Pune,Bangalore,delivered,8,383.34,314.39,2024-05-20,2024-01-25,3
SH026625,BLUEDART,Mumbai,Bangalore,pending,3,311.86,416.18,2024-03-21,2024-05-05,4
SH026626,FEDEX,Hyderabad,Chennai,in_transit,5,193.00,186.42,2024-04-26,2024-04-28,5
SH026627,FEDEX,Chennai,Pune,delayed,0,452.14,495.83,2024-04-19,2024-04-17,1
SH026628,DHL,Chennai,Pune,in_transit,5,181.70,79.58,2024-06-13,2024-03-05,4
SH026629,BLUEDART,Pune,Hyderabad,delayed,8,103.03,176.10,2024-04-26,2024-01-16,2
SH026630,DHL,Bangalore,Bangalore,in_transit,8,315.90,487.38,2024-04-13,2024-07-05,2
SH026631,FEDEX,Mumbai,Mumbai,delayed,10,266.84,281.35,2024-02-08,2024-02-27,3
SH026632,DHL,Mumbai,Mumbai,in_transit,10,387.29,231.65,2024-06-16,2024-06-27,2
SH026633,BLUEDART,Delhi,Mumbai,in_transit,7,122.07,250.64,2024-01-30,2024-05-08,5
SH026634,DHL,Delhi,Chennai,pending,4,159.26,392.27,2024-06-07,2024-02-13,3
SH026635,FEDEX,Bangalore,Mumbai,delayed,7,162.43,122.46,2024-01-17,2024-03-30,2
SH026636,DHL,Pune,Mumbai,delayed,7,227.92,486.30,2024-05-22,2024-01-31,3
SH026637,DHL,Bangalore,Bangalore,delivered,10,162.03,196.79,2024-01-26,2024-02-22,2
SH026638,DHL,Delhi,Bangalore,in_transit,2,270.05,340.13,2024-04-08,2024-03-17,3
SH026640,FEDEX,Hyderabad,Chennai,in_transit,6,184.32,450.64,2024-01-18,2024-03-16,4
SH026641,BLUEDART,Chennai,Bangalore,in_transit,1,218.21,103.94,2024-02-28,2024-05-11,2
SH026642,DHL,Hyderabad,Chennai,delayed,2,166.31,61.23,2024-05-31,2024-01-21,3
SH026644,DHL,Mumbai,Hyderabad,delayed,3,380.01,217.81,2024-01-24,2024-04-19,2
SH026645,FEDEX,Bangalore,Mumbai,delivered,10,429.93,205.54,2024-04-15,2024-05-24,5
SH026646,BLUEDART,Delhi,Mumbai,pending,1,69.90,214.80,2024-04-25,2024-05-17,5
SH026647,BLUEDART,Bangalore,Delhi,delayed,0,71.24,278.57,2024-06-19,2024-05-15,1
SH026648,DHL,Hyderabad,Bangalore,in_transit,6,202.81,201.40,2024-01-14,2024-02-04,5
SH026649,BLUEDART,Chennai,Chennai,delivered,5,381.82,375.06,2024-05-13,2024-05-28,2
SH026651,FEDEX,Chennai,Mumbai,delivered,4,145.02,133.97,2024-05-14,2024-01-20,4
SH026652,FEDEX,Chennai,Chennai,delivered,5,430.89,411.81,2024-02-09,2024-04-12,5
SH026653,DHL,Pune,Chennai,pending,7,222.14,8.60,2024-02-26,2024-05-02,1
SH026654,BLUEDART,Pune,Hyderabad,in_transit,8,441.99,329.53,2024-05-21,2024-03-30,4
SH026656,BLUEDART,Pune,Delhi,pending,3,335.70,178.39,2024-02-27,2024-04-10,4
SH026657,BLUEDART,Chennai,Pune,delayed,3,490.35,179.74,2024-05-16,2024-03-17,3
SH026658,FEDEX,Delhi,Chennai,delivered,0,0.00,306.04,2024-04-02,2024-02-21,5
SH026659,FEDEX,Pune,Bangalore,delivered,1,0.00,443.31,2024-03-07,2024-01-10,2
SH026660,FEDEX,Bangalore,Mumbai,in_transit,3,434.75,326.79,2024-03-16,2024-06-03,3
SH026661,DHL,Delhi,Mumbai,delayed,6,71.15,430.51,2024-06-04,2024-06-07,5
SH026662,DHL,Delhi,Mumbai,delayed,2,378.20,112.46,2024-03-09,2024-06-25,2
SH026663,DHL,Hyderabad,Pune,in_transit,9,96.85,359.60,2024-02-02,2024-03-19,4
SH026664,DHL,Mumbai,Mumbai,delayed,1,389.71,151.68,2024-06-12,2024-03-24,5
SH026665,DHL,Chennai,Mumbai,delivered,8,388.23,123.22,2024-01-19,2024-01-11,2
SH026666,BLUEDART,Chennai,Chennai,delivered,4,222.01,274.15,2024-01-23,2024-05-29,4
SH026667,FEDEX,Hyderabad,Mumbai,delivered,7,0.00,419.70,2024-02-06,2024-04-27,4
SH026668,FEDEX,Chennai,Delhi,in_transit,5,235.01,302.64,2024-03-04,2024-03-02,3
SH026670,BLUEDART,Delhi,Pune,in_transit,5,309.68,86.99,2024-05-19,2024-04-29,5
SH026671,DHL,Chennai,Mumbai,delayed,3,119.03,388.98,2024-05-04,2024-04-24,2
SH026672,FEDEX,Mumbai,Bangalore,delivered,7,479.81,147.48,2024-04-04,2024-02-13,2
SH026673,FEDEX,Chennai,Chennai,delayed,2,353.55,467.69,2024-05-30,2024-03-12,4
SH026674,FEDEX,Delhi,Pune,delivered,8,320.07,414.49,2024-01-18,2024-04-22,5
SH026675,BLUEDART,Delhi,Pune,in_transit,8,146.20,149.13,2024-02-20,2024-06-04,2
SH026679,DHL,Mumbai,Mumbai,delayed,5,147.68,137.26,2024-05-21,2024-05-18,2
SH026681,FEDEX,Hyderabad,Delhi,delayed,1,311.59,376.64,2024-05-07,2024-04-09,4
SH026682,FEDEX,Delhi,Chennai,in_transit,1,387.44,233.74,2024-02-14,2024-05-11,3
SH026683,FEDEX,Chennai,Hyderabad,delivered,2,0.00,276.96,2024-03-20,2024-05-07,1
SH026684,BLUEDART,Pune,Pune,delayed,8,388.35,454.12,2024-06-09,2024-05-28,2
SH026685,BLUEDART,Bangalore,Chennai,delayed,4,127.12,70.04,2024-02-03,2024-02-24,5
SH026686,DHL,Delhi,Chennai,in_transit,4,155.29,434.39,2024-04-25,2024-04-14,2
SH026687,FEDEX,Delhi,Mumbai,pending,4,298.39,96.56,2024-01-31,2024-01-03,4
SH026688,FEDEX,Chennai,Hyderabad,delayed,7,99.92,223.95,2024-02-22,2024-03-18,1
SH026689,DHL,Pune,Mumbai,delayed,0,425.58,289.96,2024-02-05,2024-04-06,5
SH026690,FEDEX,Mumbai,Pune,in_transit,6,60.79,482.42,2024-05-03,2024-02-08,2
SH026691,BLUEDART,Pune,Pune,delayed,4,314.52,453.84,2024-01-26,2024-06-24,1
SH026692,DHL,Pune,Mumbai,pending,6,65.84,342.93,2024-04-06,2024-05-14,5
SH026693,BLUEDART,Hyderabad,Mumbai,in_transit,1,430.43,413.31,2024-05-26,2024-03-02,3
SH026694,DHL,Mumbai,Chennai,delayed,-1,393.35,30.59,2024-01-28,2024-02-20,2
SH026696,BLUEDART,Chennai,Chennai,delayed,2,411.67,206.49,2024-05-20,2024-07-06,5
SH026697,DHL,Hyderabad,Pune,pending,6,324.39,106.37,2024-05-26,2024-04-08,4
SH026698,BLUEDART,Hyderabad,Mumbai,delivered,5,123.17,446.22,2024-06-17,2024-02-06,5
SH026699,DHL,Pune,Bangalore,delayed,10,219.67,309.30,2024-06-27,2024-07-01,4
SH026700,DHL,Bangalore,Chennai,delivered,1,398.26,408.30,2024-05-31,2024-06-03,5
SH026701,DHL,Pune,Pune,pending,5,474.52,392.16,2024-06-19,2024-04-16,4
SH026704,DHL,Mumbai,Chennai,delivered,6,252.17,127.40,2024-03-24,2024-01-21,5
SH026705,FEDEX,Pune,Chennai,delivered,3,312.75,351.75,2024-05-06,2024-03-13,2
SH026706,FEDEX,Pune,Hyderabad,in_transit,2,192.03,278.02,2024-01-28,2024-01-04,2
SH026707,BLUEDART,Chennai,Mumbai,pending,7,428.59,337.03,2024-02-19,2024-03-13,1
SH026708,BLUEDART,Pune,Mumbai,delivered,2,131.57,407.73,2024-03-21,2024-02-07,3
SH026709,DHL,Delhi,Bangalore,delivered,0,380.15,251.68,2024-01-29,2024-03-25,2
SH026710,FEDEX,Pune,Mumbai,pending,0,87.65,121.77,2024-05-30,2024-02-28,4
SH026711,DHL,Delhi,Mumbai,delayed,4,211.69,336.19,2024-01-11,2024-01-15,4
SH026712,DHL,Delhi,Pune,delivered,8,318.09,463.04,2024-06-08,2024-03-11,3
SH026713,FEDEX,Pune,Hyderabad,delayed,5,91.10,354.12,2024-04-04,2024-05-01,4
SH026714,BLUEDART,Delhi,Pune,in_transit,0,435.42,465.67,2024-05-01,2024-04-28,4
SH026716,BLUEDART,Delhi,Pune,in_transit,5,237.67,91.43,2024-05-22,2024-03-27,4
SH026717,DHL,Hyderabad,Delhi,pending,1,426.44,44.53,2024-01-25,2024-06-04,4
SH026718,FEDEX,Pune,Bangalore,in_transit,7,213.82,60.51,2024-03-15,2024-04-24,1
SH026719,DHL,Bangalore,Bangalore,pending,9,319.84,116.65,2024-02-25,2024-03-04,2
SH026720,FEDEX,Pune,Pune,delayed,5,327.48,439.17,2024-04-06,2024-06-12,5
SH026721,DHL,Mumbai,Mumbai,in_transit,4,301.69,153.07,2024-03-28,2024-02-29,4
SH026722,DHL,Delhi,Delhi,in_transit,5,190.97,189.21,2024-06-05,2024-03-28,4
SH026723,FEDEX,Delhi,Pune,in_transit,9,225.06,25.77,2024-05-14,2024-06-06,1
SH026724,DHL,Hyderabad,Mumbai,delayed,7,214.48,97.15,2024-01-07,2024-03-08,2
SH026725,FEDEX,Hyderabad,Pune,delivered,1,0.00,500.36,2024-05-31,2024-06-09,3
SH026726,BLUEDART,Chennai,Mumbai,delayed,10,68.05,276.31,2024-03-11,2024-06-01,2
SH026727,DHL,Chennai,Pune,in_transit,9,116.80,459.00,2024-01-23,2024-02-18,4
SH026728,FEDEX,Chennai,Bangalore,delivered,1,88.65,410.36,2024-02-16,2024-06-09,2
SH026729,BLUEDART,Pune,Mumbai,delayed,8,174.85,229.77,2024-01-06,2024-06-23,1
SH026730,BLUEDART,Chennai,Bangalore,delivered,8,119.61,336.54,2024-06-05,2024-01-27,3
SH026731,FEDEX,Chennai,Mumbai,in_transit,5,347.06,128.61,2024-01-09,2024-04-04,3
SH026732,DHL,Bangalore,Pune,pending,1,468.52,122.63,2024-01-10,2024-04-05,4
SH026733,BLUEDART,Hyderabad,Pune,delivered,5,311.18,67.64,2024-05-08,2024-05-03,1
SH026734,FEDEX,Chennai,Mumbai,in_transit,9,173.88,376.06,2024-03-28,2024-02-29,3
SH026736,FEDEX,Chennai,Delhi,delayed,7,195.60,438.16,2024-01-25,2024-04-27,4
SH026737,DHL,Pune,Pune,delayed,4,197.26,477.97,2024-02-16,2024-04-17,1
SH026739,FEDEX,Hyderabad,Delhi,delayed,2,337.92,14.90,2024-01-22,2024-05-31,5
SH026740,FEDEX,Delhi,Pune,pending,2,109.88,125.97,2024-04-24,2024-02-16,2
SH026741,DHL,Mumbai,Pune,in_transit,6,162.30,91.54,2024-01-25,2024-06-16,2
SH026742,FEDEX,Chennai,Delhi,in_transit,1,309.18,301.92,2024-01-22,2024-02-18,5
SH026743,DHL,Chennai,Pune,delayed,7,298.91,101.92,2024-02-06,2024-04-14,5
SH026744,BLUEDART,Pune,Pune,pending,4,375.98,408.87,2024-06-04,2024-03-26,1
SH026745,BLUEDART,Delhi,Bangalore,in_transit,3,494.37,440.77,2024-02-16,2024-01-10,3
SH026746,BLUEDART,Pune,Chennai,in_transit,4,152.71,22.48,2024-01-06,2024-04-02,4
SH026748,DHL,Delhi,Pune,in_transit,10,329.10,297.13,2024-02-26,2024-05-11,3
SH026749,FEDEX,Mumbai,Chennai,delayed,5,347.44,311.40,2024-06-24,2024-03-20,4
SH026750,BLUEDART,Delhi,Mumbai,delayed,4,483.08,94.09,2024-01-28,2024-02-20,4
SH026751,FEDEX,Mumbai,Delhi,delayed,6,190.79,350.54,2024-01-23,2024-04-30,1
SH026752,DHL,Mumbai,Chennai,delayed,6,108.12,141.34,2024-04-09,2024-04-19,4
SH026753,BLUEDART,Chennai,Mumbai,delayed,1,159.68,64.93,2024-04-02,2024-04-09,3
SH026754,BLUEDART,Delhi,Mumbai,delayed,9,183.63,293.98,2024-03-29,2024-05-16,3
SH026755,DHL,Chennai,Bangalore,in_transit,2,480.04,275.94,2024-01-10,2024-05-10,1
SH026757,BLUEDART,Pune,Bangalore,delayed,9,73.74,219.31,2024-06-12,2024-01-25,4
SH026758,FEDEX,Chennai,Pune,pending,3,392.40,214.46,2024-04-02,2024-05-24,3
SH026760,DHL,Hyderabad,Chennai,delayed,4,111.09,402.36,2024-04-11,2024-04-13,3
SH026761,DHL,Mumbai,Bangalore,pending,9,76.91,444.74,2024-03-11,2024-02-25,2
SH026762,BLUEDART,Delhi,Chennai,delayed,2,120.15,122.11,2024-02-27,2024-06-16,2
SH026764,DHL,Hyderabad,Pune,in_transit,4,391.71,1.94,2024-02-18,2024-01-08,2
SH026765,FEDEX,Bangalore,Pune,delayed,4,417.27,402.85,2024-06-13,2024-03-28,2
SH026766,FEDEX,Chennai,Pune,delivered,1,421.50,165.05,2024-06-22,2024-05-01,2
SH026767,FEDEX,Hyderabad,Bangalore,delayed,5,276.58,262.02,2024-03-19,2024-06-24,5
SH026768,DHL,Pune,Bangalore,delayed,6,345.67,363.60,2024-01-18,2024-06-09,3
SH026769,BLUEDART,Pune,Pune,pending,9,336.48,493.18,2024-05-15,2024-05-26,5
SH026770,BLUEDART,Chennai,Chennai,pending,9,185.25,164.71,2024-03-21,2024-01-11,2
SH026771,FEDEX,Pune,Mumbai,delivered,6,430.27,406.07,2024-04-01,2024-03-29,3
SH026772,DHL,Delhi,Mumbai,pending,2,69.64,323.85,2024-06-23,2024-02-19,4
SH026773,DHL,Delhi,Bangalore,pending,9,112.03,203.52,2024-05-29,2024-04-30,5
SH026774,FEDEX,Mumbai,Bangalore,delivered,3,375.70,304.09,2024-05-12,2024-05-19,5
SH026775,DHL,Hyderabad,Pune,delivered,5,498.15,200.44,2024-02-20,2024-04-25,5
SH026776,DHL,Hyderabad,Hyderabad,pending,2,169.29,317.45,2024-04-29,2024-04-30,4
SH026777,DHL,Hyderabad,Mumbai,in_transit,7,65.97,346.04,2024-06-16,2024-03-16,5
SH026778,BLUEDART,Delhi,Bangalore,delayed,6,171.14,405.26,2024-01-20,2024-03-08,3
SH026779,FEDEX,Pune,Pune,in_transit,6,327.19,261.91,2024-03-28,2024-05-21,2
SH026780,BLUEDART,Delhi,Pune,delivered,8,239.78,473.70,2024-03-29,2024-04-07,3
SH026781,DHL,Bangalore,Pune,pending,9,104.58,61.44,2024-01-31,2024-04-23,4
SH026782,FEDEX,Chennai,Chennai,delayed,6,60.79,450.57,2024-01-03,2024-03-14,2
SH026784,BLUEDART,Chennai,Bangalore,delivered,9,117.76,81.79,2024-06-04,2024-06-01,3
SH026785,FEDEX,Mumbai,Bangalore,pending,9,97.73,496.25,2024-04-18,2024-05-24,3
SH026786,FEDEX,Chennai,Chennai,in_transit,3,410.97,18.83,2024-01-22,2024-06-25,4
SH026787,FEDEX,Mumbai,Pune,delayed,7,419.24,130.89,2024-03-13,2024-03-02,4
SH026788,FEDEX,Hyderabad,Chennai,in_transit,1,176.87,18.62,2024-01-12,2024-05-30,5
SH026790,DHL,Bangalore,Mumbai,delayed,2,166.79,468.94,2024-06-03,2024-05-26,5
SH026791,FEDEX,Pune,Chennai,delayed,6,414.32,398.60,2024-02-28,2024-05-07,5
SH026792,FEDEX,Hyderabad,Chennai,delayed,6,174.01,453.56,2024-04-26,2024-04-11,2
SH026793,DHL,Chennai,Bangalore,in_transit,3,219.92,96.18,2024-02-28,2024-05-07,3
SH026794,FEDEX,Pune,Bangalore,in_transit,2,379.39,338.01,2024-03-25,2024-03-24,3
SH026795,FEDEX,Pune,Mumbai,in_transit,1,69.77,262.81,2024-01-27,2024-07-02,5
SH026796,DHL,Mumbai,Delhi,delayed,1,203.22,29.68,2024-01-23,2024-03-13,3
SH026797,FEDEX,Pune,Bangalore,delivered,9,423.41,109.75,2024-01-16,2024-05-10,1
SH026798,DHL,Mumbai,Chennai,in_transit,6,123.65,269.08,2024-06-22,2024-05-16,1
SH026799,FEDEX,Pune,Delhi,delayed,4,293.29,45.89,2024-02-22,2024-05-12,3
SH026800,FEDEX,Chennai,Chennai,delayed,5,130.51,355.47,2024-04-07,2024-03-05,2
SH026801,BLUEDART,Pune,Pune,delayed,6,148.08,96.30,2024-05-30,2024-03-23,2
SH026802,DHL,Delhi,Chennai,in_transit,5,119.83,467.39,2024-06-03,2024-04-11,1
SH026804,BLUEDART,Hyderabad,Delhi,delivered,5,141.28,369.75,2024-05-04,2024-01-11,4
SH026805,DHL,Hyderabad,Delhi,delayed,6,395.37,58.28,2024-05-16,2024-03-19,3
SH026806,FEDEX,Pune,Pune,in_transit,5,355.66,110.90,2024-04-07,2024-04-15,5
SH026808,BLUEDART,Pune,Mumbai,delayed,5,293.01,472.20,2024-06-02,2024-02-20,5
SH026810,FEDEX,Pune,Chennai,delayed,3,147.84,126.17,2024-05-27,2024-06-30,3
SH026811,DHL,Pune,Chennai,delayed,5,382.75,9.63,2024-01-16,2024-02-19,5
SH026812,FEDEX,Mumbai,Mumbai,delayed,1,177.86,140.92,2024-06-15,2024-03-14,1
SH026813,DHL,Hyderabad,Bangalore,delayed,2,252.70,463.64,2024-01-26,2024-06-11,2
SH026815,DHL,Chennai,Mumbai,in_transit,0,323.39,111.80,2024-04-09,2024-04-09,3
SH026816,DHL,Pune,Pune,delayed,1,178.54,272.32,2024-04-18,2024-04-13,2
SH026817,FEDEX,Chennai,Chennai,pending,9,365.14,331.62,2024-02-27,2024-01-20,2
SH026818,BLUEDART,Chennai,Chennai,delayed,1,368.03,305.91,2024-05-18,2024-03-18,3
SH026819,FEDEX,Pune,Chennai,in_transit,2,341.06,160.63,2024-02-24,2024-02-23,3
SH026820,DHL,Pune,Pune,delayed,7,269.31,153.75,2024-06-01,2024-06-17,5
SH026821,DHL,Delhi,Bangalore,delayed,7,198.05,85.80,2024-04-11,2024-01-12,3
SH026822,DHL,Chennai,Chennai,delayed,2,315.41,310.57,2024-05-31,2024-05-10,2
SH026823,DHL,Bangalore,Chennai,in_transit,1,214.56,117.53,2024-05-29,2024-05-01,1
SH026824,FEDEX,Chennai,Bangalore,in_transit,8,400.94,422.81,2024-02-27,2024-01-26,3
SH026825,BLUEDART,Chennai,Pune,delayed,6,190.51,157.46,2024-04-14,2024-06-26,2
SH026826,BLUEDART,Chennai,Bangalore,delayed,9,350.70,308.09,2024-02-26,2024-04-10,1
SH026827,DHL,Hyderabad,Chennai,in_transit,2,97.75,93.52,2024-04-29,2024-05-21,5
SH026828,DHL,Mumbai,Hyderabad,delivered,4,0.00,388.57,2024-01-26,2024-02-25,3
SH026829,FEDEX,Chennai,Pune,delayed,0,350.09,276.78,2024-01-21,2024-04-01,4
SH026830,BLUEDART,Bangalore,Bangalore,delayed,9,167.21,21.92,2024-02-08,2024-01-15,3
SH026831,FEDEX,Pune,Bangalore,delivered,6,276.32,262.39,2024-05-17,2024-05-05,4
SH026832,DHL,Chennai,Chennai,in_transit,8,65.94,18.95,2024-01-30,2024-05-11,4
SH026833,FEDEX,Bangalore,Pune,delivered,-1,99.41,412.77,2024-04-17,2024-04-07,3
SH026834,FEDEX,Mumbai,Pune,delivered,3,340.21,290.15,2024-03-10,2024-02-28,4
SH026835,FEDEX,Pune,Pune,in_transit,7,355.01,134.93,2024-05-01,2024-01-25,4
SH026836,DHL,Delhi,Mumbai,in_transit,9,452.46,189.73,2024-03-25,2024-02-11,1
SH026838,FEDEX,Delhi,Chennai,in_transit,3,232.45,412.28,2024-04-22,2024-06-18,5
SH026839,BLUEDART,Chennai,Bangalore,delivered,0,473.97,448.22,2024-04-29,2024-01-13,5
SH026840,FEDEX,Delhi,Bangalore,delayed,2,407.57,352.68,2024-04-26,2024-02-10,4
SH026842,DHL,Chennai,Chennai,delayed,6,310.25,221.56,2024-05-02,2024-03-02,1
SH026843,BLUEDART,Delhi,Bangalore,in_transit,3,417.90,451.86,2024-06-04,2024-05-23,3
SH026844,BLUEDART,Delhi,Chennai,in_transit,5,263.52,121.97,2024-02-14,2024-05-25,1
SH026845,BLUEDART,Mumbai,Mumbai,delayed,3,0.00,37.08,2024-04-09,2024-03-18,5
SH026846,DHL,Delhi,Bangalore,delivered,4,318.46,408.36,2024-05-22,2024-05-16,3
SH026847,BLUEDART,Hyderabad,Bangalore,delivered,6,177.99,186.23,2024-03-18,2024-02-23,5
SH026848,DHL,Hyderabad,Delhi,in_transit,6,144.87,144.69,2024-05-21,2024-03-22,3
SH026849,BLUEDART,Delhi,Chennai,in_transit,7,133.30,115.14,2024-05-25,2024-06-28,3
SH026850,DHL,Bangalore,Mumbai,delayed,2,354.19,378.89,2024-04-20,2024-05-02,5
SH026851,DHL,Mumbai,Mumbai,delivered,4,280.74,416.93,2024-01-03,2024-03-30,4
SH026852,FEDEX,Chennai,Delhi,in_transit,3,307.57,386.40,2024-01-05,2024-04-03,2
SH026853,FEDEX,Hyderabad,Mumbai,delayed,5,124.52,189.22,2024-03-30,2024-02-27,2
SH026854,DHL,Chennai,Chennai,delayed,6,290.83,338.19,2024-04-28,2024-05-01,3
SH026855,BLUEDART,Mumbai,Delhi,delayed,9,262.49,331.63,2024-05-01,2024-03-20,1
SH026856,FEDEX,Delhi,Mumbai,in_transit,9,208.55,136.38,2024-05-09,2024-02-28,3
SH026857,BLUEDART,Chennai,Chennai,pending,10,390.82,120.03,2024-03-13,2024-01-20,2
SH026858,FEDEX,Delhi,Bangalore,delivered,6,406.22,235.17,2024-05-08,2024-03-22,3
SH026860,FEDEX,Pune,Delhi,in_transit,10,493.01,73.81,2024-04-08,2024-03-15,4
SH026861,DHL,Delhi,Pune,delivered,2,410.39,320.89,2024-06-14,2024-02-16,2
SH026862,FEDEX,Hyderabad,Bangalore,in_transit,2,445.10,198.20,2024-01-11,2024-02-17,5
SH026863,BLUEDART,Chennai,Mumbai,in_transit,2,95.42,186.30,2024-05-09,2024-01-26,5
SH026864,DHL,Mumbai,Bangalore,delivered,8,160.47,456.93,2024-03-01,2024-01-19,2
SH026865,FEDEX,Hyderabad,Delhi,in_transit,4,134.36,16.68,2024-02-03,2024-03-27,4
SH026866,BLUEDART,Pune,Bangalore,delayed,8,57.98,417.53,2024-04-17,2024-01-14,3
SH026868,FEDEX,Pune,Hyderabad,delivered,2,70.88,250.58,2024-02-11,2024-02-14,5
SH026869,DHL,Chennai,Chennai,pending,5,100.04,109.16,2024-02-13,2024-06-24,1
SH026870,DHL,Mumbai,Bangalore,delivered,1,454.60,422.03,2024-03-25,2024-05-01,2
SH026871,DHL,Hyderabad,Bangalore,delayed,6,92.63,36.89,2024-03-30,2024-03-15,4
SH026872,BLUEDART,Bangalore,Mumbai,delivered,7,376.88,449.73,2024-04-06,2024-03-06,2
SH026873,BLUEDART,Chennai,Pune,pending,6,233.34,100.99,2024-04-28,2024-02-03,3
SH026874,DHL,Pune,Pune,in_transit,8,186.92,308.70,2024-04-16,2024-06-19,2
SH026875,BLUEDART,Chennai,Mumbai,in_transit,9,175.21,407.38,2024-02-06,2024-05-12,5
SH026877,BLUEDART,Chennai,Bangalore,pending,8,85.89,313.75,2024-03-22,2024-06-22,2
SH026878,FEDEX,Bangalore,Pune,in_transit,2,487.70,256.00,2024-04-06,2024-06-06,1
SH026880,FEDEX,Chennai,Pune,in_transit,1,82.10,450.12,2024-03-09,2024-03-30,2
SH026881,FEDEX,Delhi,Delhi,in_transit,7,317.36,449.78,2024-01-27,2024-05-15,1
SH026883,BLUEDART,Pune,Pune,pending,7,485.16,350.15,2024-02-20,2024-05-06,1
SH026884,DHL,Bangalore,Hyderabad,delayed,6,218.03,155.07,2024-06-14,2024-06-04,3
SH026886,FEDEX,Mumbai,Bangalore,in_transit,4,98.09,130.05,2024-06-25,2024-06-26,4
SH026887,DHL,Hyderabad,Mumbai,delivered,7,129.53,355.57,2024-04-02,2024-06-03,2
SH026888,BLUEDART,Delhi,Pune,in_transit,5,309.49,477.80,2024-01-18,2024-04-14,2
SH026889,FEDEX,Delhi,Hyderabad,delayed,9,119.61,495.35,2024-03-28,2024-05-13,1
SH026890,DHL,Pune,Chennai,delayed,4,101.18,432.12,2024-02-22,2024-05-19,2
SH026892,DHL,Delhi,Chennai,delivered,4,291.01,271.88,2024-06-10,2024-01-05,3
SH026893,FEDEX,Hyderabad,Pune,delayed,6,68.27,141.43,2024-04-12,2024-04-12,5
SH026894,BLUEDART,Pune,Chennai,pending,9,287.48,117.18,2024-06-05,2024-03-24,5
SH026895,FEDEX,Hyderabad,Pune,pending,9,226.04,161.59,2024-03-28,2024-01-08,4
SH026896,FEDEX,Mumbai,Bangalore,delayed,9,452.44,257.67,2024-03-13,2024-03-05,2
SH026897,FEDEX,Bangalore,Hyderabad,in_transit,9,444.70,67.07,2024-02-26,2024-04-13,1
SH026898,DHL,Mumbai,Bangalore,delivered,4,407.25,397.94,2024-04-04,2024-01-04,2
SH026900,DHL,Pune,Hyderabad,in_transit,2,323.03,437.46,2024-02-16,2024-05-17,4
SH026902,DHL,Pune,Hyderabad,delivered,4,122.10,427.69,2024-01-30,2024-06-11,3
SH026903,FEDEX,Bangalore,Bangalore,in_transit,9,142.64,313.21,2024-02-03,2024-04-16,2
SH026904,BLUEDART,Chennai,Bangalore,delayed,1,55.57,375.23,2024-02-03,2024-06-01,3
